cwns_id,facility_name,state_code,case,correct_rank,rank1_score,correct_score,rank1_lat,rank1_lon,rank1_owner,rank1_lbcs_activity_desc,rank1_ll_gisacre,reported_lat,reported_lon,rank1_ll_uuid,correct_ll_uuid,reviewer,reviewed_at,reviewer_notes
39000037005,Holmes County Jail & Training Center WWTP,OH,reported_beat_top_pick,,0.92675,,40.61150068571434,-81.91067341428568,HOLMES COUNTY BOARD OF COMMISSIONERS,,160.22565,40.61119,-81.91488,2ca4c169-e506-4a27-a662-25b630a72f81,,Andrew,2026-08-27T14:24:02.966621+00:00,
39000063001,Adena WWTP & Sewer System,OH,reported_beat_top_pick,,0.9708333333333332,,40.215208053921614,-80.86792778921566,ADENA VILLAGE OF,,5.73562,40.216601,-80.866924,46d91ee5-feec-40de-a04f-eabb5c34c12c,,Andrew,2026-08-27T14:26:31.564105+00:00,
39000161003,Columbiana Co Kensington Area,OH,reported_beat_top_pick,,0.9120666666666665,,40.738483321428625,-80.95152178571425,HANOVER TWP TRUSTEES,,24.42766,40.737076,-80.956174,da1d5280-079e-4641-96e1-33841bfc1c3d,,Andrew,2026-08-27T14:29:59.932935+00:00,
39000183001,Orrville WWTP & Sewer System,OH,wrong_top_pick,4.0,0.9903333333333334,0.9613333333333334,40.85941591304354,-81.7593178913043,CITY OF ORRVILLE OHIO AN OHIOCORP,,17.70435,40.859,-81.7637,7a441522-c8eb-4e83-a271-39a2100a56ed,844c4172-69d6-4bf7-8287-d6da5ff0b3b9,Andrew,2026-08-27T14:31:01.236129+00:00,
39000236001,Pitsburg WWTP & Sewers,OH,reported_beat_top_pick,,0.959333333333333,,39.981678200000054,-84.48177014999996,BOARD OF EDUCATION,,25.57351,39.9886,-84.4842,09b9c806-505b-46db-8df6-c918cdb8366d,,Andrew,2026-08-27T14:33:39.385896+00:00,
39000275001,Prospect WWTP & Sewer System,OH,reported_beat_top_pick,,0.9147499999999998,,40.427550423076966,-83.19486926923072,CITY OF COLUMBUS,,23.82708,40.4412,-83.1879,b079e062-342b-46f4-abdc-f1b0687659a0,,Andrew,2026-08-26T21:25:50.316305+00:00,
39000312001,Republic WWTP & Sewers,OH,reported_beat_top_pick,,0.9568833333333333,,41.11995739087307,-83.02395846428568,VILLAGE OF REPUBLIC,,5.80089,41.1223,-83.0288,6e7e8d86-3310-4ea3-a4e5-7e8236850ec7,,Andrew,2026-08-27T14:38:26.254159+00:00,
39000328001,Mount Blanchard WWTP and Sewers,OH,wrong_top_pick,2.0,0.9277499999999999,0.9254999999999997,40.89537310000005,-83.55496519999996,VILLAGE OF MT BLANCHARD,,10.08892,40.8933,-83.5657,da729a79-a4e6-44ff-90d5-a53c029bd502,c84ea4bb-4331-442d-84ab-b10f61dcace5,Andrew,2026-08-27T14:39:51.726600+00:00,
39000342001,Lindsey WWTP & Sewer System,OH,wrong_top_pick,3.0,0.9899166666666668,0.9438333333333334,41.4225480555556,-83.22708316666663,VILLAGE OF LINDSEY,,13.40689,41.4214,-83.223,083410e5-d675-4a48-9f37-c678b6a4353b,14ed5744-6bb3-48a7-8065-63385700b115,Andrew,2026-08-27T14:40:34.653636+00:00,
39000616001,Bellevue WWTP & Sewer System,OH,wrong_top_pick,3.0,0.9031666666666668,0.7719166666666664,41.279869138888934,-82.86951894444441,CITY OF BELLEVUE,,5.92032,41.2806,-82.8708,7dc991db-968a-4ba4-a456-eb2d715235b0,f6272116-1840-4149-b976-c52f5a270a6b,Andrew,2026-08-27T14:41:23.907774+00:00,
39000980001,Bradner WWTP & Sewer System,OH,wrong_top_pick,2.0,0.9911666666666666,0.9857499999999999,41.325721894736894,-83.44501878947365,VILLAGE OF BRADNER,,10.09906,41.3265,-83.4418,d98d1d8f-1c6e-4575-8099-0b2ac4b96a4c,4d54af57-85ba-4ccc-a593-a07b324fca1d,Andrew,2026-08-27T14:41:35.660565+00:00,
39000985001,Portage Co Franklin Hills WWTP,OH,wrong_top_pick,2.0,0.9880000000000001,0.95405,41.16114290000005,-81.26058414545452,RAVENNA CITY OF,,18.36716,41.1528,-81.2451,e1784d85-4b2b-4ae2-93ca-fb9a1a8b004c,127b0d6f-6084-4305-bdd1-8fbede6293d2,Andrew,2026-08-27T14:41:57.930660+00:00,
39001792002,Columbus Southerly WWTP & Sewers,OH,wrong_top_pick,2.0,0.97035,0.9628499999999999,39.81906450000005,-83.01443939062496,CITY OF COLUMBUS,,20.86284,39.8181,-82.9993,7557f336-ec78-41cf-afe0-a91000e82938,7edf3dd1-f766-4347-aee3-d9dcfb0f5480,Andrew,2026-08-27T14:43:23.556090+00:00,
39002093001,Dayton WWTP & Sewer System,OH,wrong_top_pick,3.0,0.94535,0.9336833333333333,39.74080366055051,-84.22504183486234,DAYTON MET HOUSING AUTH,,13.60792,39.7257,-84.2295,b7a59ea8-4317-4043-aa27-5aa277b6d145,b47fdc90-5728-46d9-8d52-c90e171b1b69,Andrew,2026-08-27T14:43:50.173281+00:00,
39002156001,Delphos WWTP & Sewer System,OH,wrong_top_pick,5.0,0.9850833333333335,0.9346333333333331,40.855248388888945,-84.34301057407403,CITY OF DELPHOS,,33.23383,40.859746,-84.345151,308d6e91-e836-4b81-af76-1ad845c83504,bee95307-759c-4718-bdf5-28f9f98da609,Andrew,2026-08-27T14:44:31.700683+00:00,
39002555001,Elyria WWTP & Sewer System,OH,wrong_top_pick,2.0,0.9740500000000001,0.9678000000000001,41.40459942500005,-82.09102431666662,ELYRIA CITY OF,,26.23902,41.4042,-82.0869,28a51f5c-106f-4917-adfb-b871f731c2c9,7e856791-b44d-4451-88da-f23858ca82f8,Andrew,2026-08-27T14:44:51.796447+00:00,
39002969004,Geauga Co Opalacka WWTP,OH,wrong_top_pick,3.0,0.9741666666666666,0.9493333333333334,41.518945206896596,-81.34805341379307,BOARD OF COMMISSIONERS OF GEAUGA COUNTY OHIO THE,,26.55107,41.5175,-81.335,dca14484-31f3-4bd3-a7b7-c20b82749313,56eab570-1c18-4a5e-aa83-15920d0f85e0,Andrew,2026-08-27T14:46:01.874556+00:00,
39002969034,Geauga Co Parkman WWTP,OH,wrong_top_pick,2.0,0.9660833333333332,0.9455,41.37733085714291,-81.07097085714281,BOARD OF TOWNSHIP TRUSTEES OF PARKMAN TOWNSHIP GEAUGA COUNTY OHIO THE,,7.11831,41.3705,-81.0735,9a432b81-2b50-4a49-8c2a-071c1cfa51bb,37d0b756-30ae-45c3-88dd-52d0d7ee2350,Andrew,2026-08-27T14:46:35.781374+00:00,
39003199001,Granville WWTP & Sewer System,OH,reported_beat_top_pick,,0.9923333333333333,,40.06086047368427,-82.50815389473681,GRANVILLE TOWNSHIP TRUSTEES,,27.10953,40.063639,-82.517453,36517b3e-f3c0-426b-90d4-4c4a240c5bfc,,Andrew,2026-08-26T21:30:46.093648+00:00,
39003908001,Jeffersonville WWTP & Sewer System,OH,wrong_top_pick,2.0,0.9633333333333332,0.9594999999999999,39.651722575757624,-83.56419203030299,VILLAGE OF JEFFERSONVILLE,,13.09438,39.6432,-83.5594,2e006ddf-8c14-45c2-a6bc-e9757c957264,ec0fdac7-9640-49ea-aa42-7112d3298767,Andrew,2026-08-27T14:48:57.779334+00:00,
39004025001,Kent WWTP & Sewer System,OH,wrong_top_pick,2.0,0.9900000000000001,0.9793333333333333,41.13862478000005,-81.36921687999997,KENT THE CITY OF,,25.99332,41.1471,-81.3725,1ea8670b-b6b7-4439-8269-75febc7beecd,230d7023-9e10-478c-b533-9082ce3344e6,Andrew,2026-08-27T14:49:10.907794+00:00,
39004312001,Laura WWTP & Sewer System,OH,wrong_top_pick,5.0,0.9802166666666666,0.9155999999999999,39.95586331325307,-84.31975085542165,VILLAGE OF WEST MILTON,,46.6429,39.9571,-84.3274,40affe49-d5ae-4acb-83d4-6c66d6bc9db6,e4b79ad3-1653-4935-9030-7f7c20114479,Andrew,2026-08-27T14:50:27.797860+00:00,
39004564001,Logan WWTP & Sewer System,OH,wrong_top_pick,3.0,0.9719666666666664,0.9567166666666665,39.534116307692365,-82.40922711538458,CITY OF LOGAN,,10.83328,39.5334,-82.3936,b09953e5-fe0f-409d-bd85-86a28f148e29,5aa1a976-5771-4fe4-af78-56568eada93d,Andrew,2026-08-27T13:54:35.939164+00:00,
39004627001,Lowell WWTP & Sewer System,OH,reported_beat_top_pick,,0.948892857142857,,39.53010794000005,-81.51069144999995,VILLAGE OF LOWELL,,6.12403,39.523532,-81.501451,04f8debb-ab35-428a-874b-77d861841ba5,,Andrew,2026-08-27T14:50:59.291950+00:00,
39005796001,New Holland WWTP & Sewer System,OH,reported_beat_top_pick,,0.9261333333333334,,39.55103555000005,-83.25251607499996,VILLAGE OF NEW HOLLAND,,4.44136,39.54192,-83.26418,bb9c3db1-cb68-4d83-ab8f-534f03b81095,,Andrew,2026-08-27T13:56:40.784232+00:00,
39005853001,Butler Co New Miami WWTP,OH,wrong_top_pick,5.0,0.9764999999999998,0.9002999999999998,39.43899984146347,-84.53822587195117,NEW MIAMI VILLAGE LOCAL SD,,8.18408,39.43437,-84.54473,89142bee-e7d4-49dc-8da2-e5f3b1376cd6,5f9eaf1d-5945-4197-87bb-97ec535522c8,Andrew,2026-08-27T14:52:49.387167+00:00,
39005901001,New Richmond WWTP & Sewer System,OH,wrong_top_pick,5.0,0.9099333333333329,0.8664166666666667,38.943686875000054,-84.26983040624997,VILLAGE OF NEW RICHMOND,"Interment, cremation, or grave digging",15.11712,38.945,-84.2766,ed7e16e6-1b49-45eb-820c-4e47567541ef,ff2e423d-2823-4885-a9c5-b1bf4113d1fd,Andrew,2026-08-27T13:57:28.040044+00:00,
39006104001,North Lewisburg WWTP & Sewer System,OH,reported_beat_top_pick,,0.9354166666666666,,40.22561976470594,-83.54933161764701,VILLAGE OF NORTH LEWISBURG A MUNICIPAL CORPORATION,,14.81758,40.225305,-83.542529,c6959796-9e19-43da-a34b-53a8763629e4,,Andrew,2026-08-27T14:53:31.322354+00:00,
39006510001,Pemberville WWTP & Sewer System,OH,wrong_top_pick,3.0,0.977,0.9073999999999998,41.41271360000005,-83.45743747499996,VILLAGE OF PEMBERVILLE,,5.03045,41.417359,-83.449125,d743a836-c683-4aab-980e-1e01b7aec609,2d70432f-55b7-4db7-bfbe-cd8f93d315b1,Andrew,2026-08-27T14:54:16.422916+00:00,
39006635001,Scippo Sewer District WWTP & Sewers,OH,wrong_top_pick,2.0,0.9772499999999998,0.956940476190476,39.51375885714292,-82.98084971428568,COUNTY PICKAWAY REGIONAL AIRPORT AUTHORITY ETAL,,26.1603,39.5067,-82.9832,6808e125-62e8-45af-841a-38054b9f0881,8a9f268e-716b-42a5-96f9-bded8a2c2668,Andrew,2026-08-27T14:01:55.535968+00:00,
39006734001,Plymouth WWTP & Sewer System,OH,wrong_top_pick,4.0,0.9936666666666666,0.9064666666666665,41.00198730952387,-82.66445499999998,PLYMOUTH VILLAGE OF,,13.11649,40.9984,-82.6647,84cf9720-1eac-4be3-8dc1-83f46ee502e7,ba139395-98fa-4028-a8d1-3ef3dfa2016b,Andrew,2026-08-27T14:55:33.235169+00:00,
39006804002,Portsmouth Sciotoville WWTP & Sewer System,OH,reported_beat_top_pick,,0.9087499999999998,,38.77202060000005,-82.8813203833333,PORTSMOUTH CITY OF,,9.79318,38.756679,-82.887806,95427ced-7565-4c4a-b45a-8ab0ace0b101,,Andrew,2026-08-27T14:57:43.145216+00:00,
39008001003,Strongsville C WWTP & Sewers,OH,wrong_top_pick,2.0,0.9587999999999999,0.9436666666666668,41.33795567346944,-81.82534898979588,OHIO STATE OF HGY,,26.79585,41.3507,-81.8216,1aea1e7f-8bf1-421d-b94c-a78a64b74927,d68c62b0-6a5c-4767-b489-1919360752c0,Andrew,2026-08-27T14:02:38.800039+00:00,
39008701001,Wauseon WWTP & Sewer System,OH,wrong_top_pick,4.0,0.9931666666666666,0.9719166666666667,41.53989475000005,-84.13328465909086,FULTON COUNTY HEALTH,,17.78752,41.5443,-84.1252,ee40d819-3637-41cd-a278-699216980b6d,653957fb-6e76-4df3-aec4-3514293482a0,Andrew,2026-08-27T15:02:56.353278+00:00,
39008841001,West Jefferson WWTP & Sewer System,OH,wrong_top_pick,3.0,0.95855,0.9077999999999998,39.94744896875005,-83.27881917187497,VILLAGE OF WEST JEFFERSOIN,"Shopping, business, or trade",27.88999,39.9386,-83.267,8164999c-3ac3-4585-9a31-7d7b776804af,0bd7fa17-a6e9-4505-b5cc-9994c358d7fd,Andrew,2026-08-27T15:03:15.919043+00:00,
39009198001,Yellow Springs WWTP & Sewer System,OH,wrong_top_pick,2.0,0.9812499999999998,0.9496666666666667,39.796358397435945,-83.88529754807688,VILLAGE OF YELLOW SPRINGS,,14.79783,39.7906,-83.8803,70337434-60a4-4ec4-9d3b-7e079f082454,071c96f2-ecba-412e-b9b5-5b8008368270,Andrew,2026-08-27T15:04:03.167562+00:00,
39009600001,Holmesville WWTP & Sewers,OH,reported_beat_top_pick,,0.8765666666666666,,40.634757944444495,-81.93057033333328,STATE OF OHIO DEPT OF NATURAL RESOURCES,Commercial vacant land,26.45715,40.63501,-81.92466,fc4803ec-0c1c-4daf-86ef-4d22dd954ed5,,Andrew,2026-08-27T15:04:12.342716+00:00,
39009630009,Mercer Co West Jefferson WWTP,OH,wrong_top_pick,2.0,0.9749166666666667,0.9513333333333333,40.538836812500044,-84.59237724999997,CELINA CITY OF,,25.09613,40.5437,-84.6141,d38cf817-4062-475b-81b1-81bb5571a588,d766263c-5c58-4330-9daa-a4c58ae4acc4,Andrew,2026-08-27T15:05:20.008648+00:00,
