tile_id,source,CWNS_ID,TRI_FACILITY_ID,ll_uuid_primary,ll_uuid_alternates,st,geoid,tile_row,tile_col,ctr_lon,ctr_lat,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,source_res_m,target_res_m,image_px,acq_date,rgb_path,ndwi_path,label
19000178001_ddc9f7ae-89e8-4a07-8e2b-716862d6f220_r02_c02,reconstructed,19000178001,,ddc9f7ae-89e8-4a07-8e2b-716862d6f220,,IA,,2,2,-92.86189994888615,42.219310612823584,-92.8631589181086,42.218387380848256,-92.8606409484394,42.22023383515108,,0.6,333,,,,
55003830001_a03f790e-3473-4cf0-b8be-acbc814b7b93_r03_c01,reconstructed,55003830001,,a03f790e-3473-4cf0-b8be-acbc814b7b93,,WI,,3,1,-89.43791424368095,43.53158976648796,-89.43923978337295,43.53063412636756,-89.43658867179437,43.53254539810358,,0.6,333,,,,
18000851001_11ebb651-bd30-41fb-aee2-c982a1358752_r01_c02,reconstructed,18000851001,,11ebb651-bd30-41fb-aee2-c982a1358752,,IN,,1,2,-87.56961243035357,37.952368577184814,-87.57085861704131,37.95140083158583,-87.5683662163213,37.953336313746476,,0.6,333,,,,
12000222001_e4858352-0b91-4b2d-a552-6aeb6ade98fa_r03_c01,reconstructed,12000222001,,e4858352-0b91-4b2d-a552-6aeb6ade98fa,,FL,,3,1,-81.14144220399233,29.473299448095126,-81.14262110813846,29.47226773366809,-81.14026327856257,29.47433115323267,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r02_c07,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,2,7,-80.63480239502722,28.31203036642251,-80.63596958148332,28.31099166549865,-80.63363518794138,28.313069057917556,,0.6,333,,,,
16000032001_7eadb1dd-f7f4-4ea6-96c9-b79aa716a3fe_r01_c02,reconstructed,16000032001,,7eadb1dd-f7f4-4ea6-96c9-b79aa716a3fe,,ID,,1,2,-116.63947299080924,43.697398296542055,-116.64095796646774,43.69633001271292,-116.63798804477959,43.698466575639365,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c03,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,3,-84.90692299273786,33.295663518457104,-84.90812232944242,33.29466965183169,-84.90572363211541,33.29665737582009,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r05_c01,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,5,1,-80.64221309581639,28.316791190608935,-80.64338028248326,28.315752560908948,-80.64104588851637,28.317829810879832,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r01_c03,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,1,3,-84.90709166524914,33.29447151787771,-84.90829098211877,33.29347765092752,-84.90589232446234,33.29546537556531,,0.6,333,,,,
18000018001_23de8dca-28c8-4832-b89c-e58185a13419_r01_c01,reconstructed,18000018001,,23de8dca-28c8-4832-b89c-e58185a13419,,IN,,1,1,-86.02164640223988,40.03985468134297,-86.0229461692875,40.03887354953432,-86.02034660641716,40.04083580483842,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c07,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,7,-84.90116922501592,33.29510427130206,-84.90236861057326,33.294110356330464,-84.89996981554171,33.29609817701226,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r09_c15,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,9,15,-84.88847928042509,33.30232869147999,-84.88967890254483,33.301334682082,-84.88727963438562,33.303322691620174,,0.6,333,,,,
55004237001_5d035519-8ab7-480d-a1e9-ebae223dc7d6_r01_c01,reconstructed,55004237001,,5d035519-8ab7-480d-a1e9-ebae223dc7d6,,WI,,1,1,-87.92697073587419,44.01450207895875,-87.92832399009554,44.01353246826726,-87.92561744916058,44.01547168166299,,0.6,333,,,,
55003190001_91892799-8e82-4568-a6fc-f2105d202739_r01_c01,reconstructed,55003190001,,91892799-8e82-4568-a6fc-f2105d202739,,WI,,1,1,-90.23630078059786,46.4336620105828,-90.23767458892019,46.432706905015635,-90.23492693710257,46.43461710804123,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r02_c06,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,2,6,-80.63614711086622,28.312225541973806,-80.63731428813209,28.31118685215595,-80.63497991297032,28.313264222362665,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r01_c04,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,1,4,-84.90565323713076,33.29433173506907,-84.90685256621425,33.293337856032046,-84.90445388413036,33.295325604843704,,0.6,333,,,,
55002560001_564258cc-9378-4aa7-bd07-42e8bc8e59c8_r01_c01,reconstructed,55002560001,,564258cc-9378-4aa7-bd07-42e8bc8e59c8,,WI,,1,1,-90.71293120773704,42.83712881022535,-90.71422799300288,42.836185477685255,-90.71163439081359,42.838072133786305,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c14,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,14,-84.89110032821428,33.294124893070794,-84.89229979923923,33.293130893502315,-84.88990083327425,33.29511888337955,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c12,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,12,-84.89397713031542,33.294404805773304,-84.89517657692429,33.29341083037415,-84.892777659791,33.29539877191213,,0.6,333,,,,
13000000717_f4dc400d-efcb-4dcd-a487-47c1bbfc48df_r02_c02,reconstructed,13000000717,,f4dc400d-efcb-4dcd-a487-47c1bbfc48df,,GA,,2,2,-84.62513457114991,33.34030540875706,-84.62633739422755,33.339309282414824,-84.62393172416145,33.34130152589641,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c11,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,11,-84.8954155390342,33.294544735019485,-84.89661497343404,33.293550771705384,-84.89421608071852,33.29553868907312,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r03_c05,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,3,5,-84.90387737809723,33.29657592554275,-84.90507675906565,33.295582035067994,-84.90267797321076,33.29756980675582,,0.6,333,,,,
12000128001_614801ea-69ab-4b98-b80f-ac5b28b9b76c_r04_c01,reconstructed,12000128001,,614801ea-69ab-4b98-b80f-ac5b28b9b76c,,FL,,4,1,-82.49101662558668,27.437081828857412,-82.49215541861555,27.436055490381207,-82.48987781209881,27.438108157467312,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r02_c02,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,2,2,-80.64152603628263,28.31300607385223,-80.64269317678188,28.311967428460292,-80.64035887515217,28.314044709814503,,0.6,333,,,,
12000097002_3fc6c740-e797-4828-926c-b32aa33f8be4_r04_c03,reconstructed,12000097002,,3fc6c740-e797-4828-926c-b32aa33f8be4,,FL,,4,3,-80.85707644900971,28.547570204458513,-80.85824492326964,28.546533887261234,-80.8559079539723,28.54860651223774,,0.6,333,,,,
17000284001_0fe341cb-176a-450a-b683-8e1936e7b0e6_r01_c01,reconstructed,17000284001,,0fe341cb-176a-450a-b683-8e1936e7b0e6,,IL,,1,1,-89.86916087886048,38.725198093674955,-89.87039439223497,38.72425025514059,-89.86792733735007,38.726145922776446,,0.6,333,,,,
16000127001_3985cd37-75d2-47be-a776-a067ce65f2ca_r02_c01,reconstructed,16000127001,,3985cd37-75d2-47be-a776-a067ce65f2ca,,ID,,2,1,-113.78253296376992,42.548982469991536,-113.7839646980971,42.54793708436519,-113.78110125884689,42.550027849803975,,0.6,333,,,,
17000286001_edd091b7-b294-4988-b21f-81c5674e34fe_r01_c01,reconstructed,17000286001,,edd091b7-b294-4988-b21f-81c5674e34fe,,IL,,1,1,-90.03734129850574,38.80110968941587,-90.03857417353098,38.800163320114926,-90.03610839527322,38.80205604925673,,0.6,333,,,,
56000001001_7fbddcc5-8838-44fe-a305-8dc95609fcad_r02_c01,reconstructed,56000001001,,7fbddcc5-8838-44fe-a305-8dc95609fcad,,WY,,2,1,-106.29582790884778,42.86264808453532,-106.29718453438834,42.86166157288387,-106.29447131443995,42.86363458854121,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c19,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,19,-84.88390841245321,33.29342479509321,-84.88510794450714,33.292430735105405,-84.88270885648551,33.2944188458224,,0.6,333,,,,
18000851001_11ebb651-bd30-41fb-aee2-c982a1358752_r03_c02,reconstructed,18000851001,,11ebb651-bd30-41fb-aee2-c982a1358752,,IN,,3,2,-87.56933963002001,37.95475028532922,-87.57058585992007,37.953782537785735,-87.56809337277369,37.95571802383573,,0.6,333,,,,
12000099007_7f77e6e0-ef02-4db8-bdf4-f7b6daa26fd4_r01_c03,reconstructed,12000099007,,7f77e6e0-ef02-4db8-bdf4-f7b6daa26fd4,,FL,,1,3,-80.70375783815187,28.421149710887452,-80.70492592226539,28.42011184766244,-80.70258973334522,28.42218756469383,,0.6,333,,,,
21000359001_25aea503-0612-4557-9c5d-ad051f4e837f_r04_c02,reconstructed,21000359001,,25aea503-0612-4557-9c5d-ad051f4e837f,,KY,,4,2,-87.92846738889698,37.76956732113604,-87.92970656024731,37.76860260575523,-87.92722819030101,37.7705320273708,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r06_c08,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,6,8,-84.89905562526265,33.29973235607368,-84.90025510238377,33.29873843030943,-84.89785612422214,33.30072627257763,,0.6,333,,,,
18000017001_3c2f9ef9-c518-4035-ba31-e048d16ca9c3_r03_c02,reconstructed,18000017001,,3c2f9ef9-c518-4035-ba31-e048d16ca9c3,,IN,,3,2,-86.06704449065059,39.93724789081277,-86.0683418992384,39.93626718650114,-86.06574705336398,39.93822858678078,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r10_c15,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,10,15,-84.88831030933545,33.30352065108591,-84.88950995129888,33.302526642008395,-84.88711064345162,33.30451465090575,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r05_c07,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,5,7,-80.6341443742819,28.315620354088896,-80.63531161610183,28.3145816577495,-80.63297711183056,28.316659041000218,,0.6,333,,,,
55003415001_6f5c4493-c8dc-4e30-a739-1d63dbd5e11f_r01_c02,reconstructed,55003415001,,6f5c4493-c8dc-4e30-a739-1d63dbd5e11f,,WI,,1,2,-88.47060997738888,44.565699673645355,-88.47196766740008,44.56473366181908,-88.46925225429055,44.566665677454544,,0.6,333,,,,
55003640001_a26babbe-3a97-4b1b-a57e-ab18107de88d_r02_c01,reconstructed,55003640001,,a26babbe-3a97-4b1b-a57e-ab18107de88d,,WI,,2,1,-90.63503488694445,44.92807682523843,-90.63637302217387,44.927129056919114,-90.63369671806187,44.929024584997244,,0.6,333,,,,
17000270001_693d084c-1fdf-4d4d-9bf5-b4e8fb5154b8_r01_c02,reconstructed,17000270001,,693d084c-1fdf-4d4d-9bf5-b4e8fb5154b8,,IL,,1,2,-90.13100334140344,38.8733436529994,-90.1322363653253,38.87239809926278,-90.12977028921138,38.874289197265114,,0.6,333,,,,
13000000717_f4dc400d-efcb-4dcd-a487-47c1bbfc48df_r02_c01,reconstructed,13000000717,,f4dc400d-efcb-4dcd-a487-47c1bbfc48df,,GA,,2,1,-84.626573335066,33.34044869997443,-84.62777614603294,33.339452585680455,-84.62537050018797,33.34144480506534,,0.6,333,,,,
18000851001_11ebb651-bd30-41fb-aee2-c982a1358752_r02_c01,reconstructed,18000851001,,11ebb651-bd30-41fb-aee2-c982a1358752,,IN,,2,1,-87.5710095718567,37.95366534211869,-87.57225576511352,37.9526976086298,-87.56976335125427,37.95463306657012,,0.6,333,,,,
55003796001_bd3e83ca-ecf8-4126-a684-8d50c82aa7ba_r01_c04,reconstructed,55003796001,,bd3e83ca-ecf8-4126-a684-8d50c82aa7ba,,WI,,1,4,-89.60060277242968,44.457806461248445,-89.6019444567264,44.45685053508653,-89.59926105503517,44.458762379049055,,0.6,333,,,,
20000199001_0b26cdcd-b8bd-4115-90ee-583841cb47ff_r01_c01,reconstructed,20000199001,,0b26cdcd-b8bd-4115-90ee-583841cb47ff,,KS,,1,1,-98.04714438551241,37.128812563189406,-98.04830486145508,37.12790112530329,-98.04598393671539,37.12972399052472,,0.6,333,,,,
55003190001_91892799-8e82-4568-a6fc-f2105d202739_r02_c01,reconstructed,55003190001,,91892799-8e82-4568-a6fc-f2105d202739,,WI,,2,1,-90.23619539020402,46.434868581313424,-90.2375692249647,46.43391347137484,-90.23482152026908,46.43582368314361,,0.6,333,,,,
19000328001_badcc943-52c2-4988-8e9b-1062f66f8423_r02_c01,reconstructed,19000328001,,badcc943-52c2-4988-8e9b-1062f66f8423,,IA,,2,1,-95.77298573385467,41.01098017382135,-95.77418717349966,41.01008496403805,-95.77178426397576,41.011875373054366,,0.6,333,,,,
12000222001_e4858352-0b91-4b2d-a552-6aeb6ade98fa_r02_c03,reconstructed,12000222001,,e4858352-0b91-4b2d-a552-6aeb6ade98fa,,FL,,2,3,-81.13892811124632,29.471728668403593,-81.14010701582058,29.470696930290504,-81.13774918538961,29.472760397227347,,0.6,333,,,,
17001101001_20efd6e6-e103-4ef2-bbe2-1a38945ff335_r01_c02,reconstructed,17001101001,,20efd6e6-e103-4ef2-bbe2-1a38945ff335,,IL,,1,2,-89.92411129062353,41.67419423504288,-89.92539603039728,41.673245331403784,-89.92282652029279,41.675143129706676,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r03_c05,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,3,5,-80.63727253591446,28.313617371546925,-80.63843972244324,28.312578694363914,-80.63610532875484,28.31465603930114,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r06_c20,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,6,20,-84.88179384338878,33.298052572940385,-84.88299346701308,33.29705850215846,-84.88059419584815,33.29904663446497,,0.6,333,,,,
18000707001_741912b7-51e6-4e1b-982b-53dc609ef0eb_r01_c01,reconstructed,18000707001,,741912b7-51e6-4e1b-982b-53dc609ef0eb,,IN,,1,1,-85.85681288381436,40.07078607970649,-85.85811503495759,40.06980355694245,-85.85551070389265,40.07176859420224,,0.6,333,,,,
18000851001_11ebb651-bd30-41fb-aee2-c982a1358752_r02_c02,reconstructed,18000851001,,11ebb651-bd30-41fb-aee2-c982a1358752,,IN,,2,2,-87.56947603238785,37.9535594314498,-87.57072224068139,37.952591684878776,-87.56822979674892,37.95452716898359,,0.6,333,,,,
12000092101_aab48b79-fddf-4918-adda-5325b3061dc9_r01_c01,reconstructed,12000092101,,aab48b79-fddf-4918-adda-5325b3061dc9,,FL,,1,1,-80.78308539045585,28.48055981224664,-80.78425359350321,28.47952273311372,-80.7819171666747,28.48159688196017,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c06,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,6,-84.90260765928483,33.29524411019673,-84.90380703262994,33.29425020731132,-84.9014082620226,33.296238003820456,,0.6,333,,,,
19000246001_b7fc2c4c-2baf-4cad-839a-7911c93cb44b_r01_c01,reconstructed,19000246001,,b7fc2c4c-2baf-4cad-839a-7911c93cb44b,,IA,,1,1,-91.5550765712508,42.58492919747275,-91.55635834944734,42.583993718047,-91.55379476156912,42.58586466765216,,0.6,333,,,,
18000017001_3c2f9ef9-c518-4035-ba31-e048d16ca9c3_r01_c02,reconstructed,18000017001,,3c2f9ef9-c518-4035-ba31-e048d16ca9c3,,IN,,1,2,-86.06737460654782,39.9348691526159,-86.06867196852367,39.93388845213791,-86.06607721587505,39.93584984474965,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r03_c01,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,3,1,-84.9096312725693,33.297135035628344,-84.91083060467858,33.296141193502045,-84.90843191654093,33.29812886849201,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r03_c07,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,3,7,-80.63458306098616,28.313227033176215,-80.63575026589632,28.31218833378091,-80.63341583544572,28.314265723142952,,0.6,333,,,,
55003830001_a03f790e-3473-4cf0-b8be-acbc814b7b93_r01_c01,reconstructed,55003830001,,a03f790e-3473-4cf0-b8be-acbc814b7b93,,WI,,1,1,-89.43814403430402,43.529194336438195,-89.43946952486229,43.52823870233624,-89.43681851155341,43.53014996203488,,0.6,333,,,,
55002880001_06de6278-2bb6-47fa-b66d-d060cc47eae6_r02_c01,reconstructed,55002880001,,06de6278-2bb6-47fa-b66d-d060cc47eae6,,WI,,2,1,-90.13540091404882,44.63584444284575,-90.1367394998442,44.63489286571569,-90.13406229493229,44.63679601149914,,0.6,333,,,,
20000179001_952a1d70-4666-4e8b-ba8e-2c891475c974_r01_c01,reconstructed,20000179001,,952a1d70-4666-4e8b-ba8e-2c891475c974,,KS,,1,1,-97.42473627086486,37.92736180004385,-97.42590191498483,37.92645631011478,-97.42357065449418,37.928267279371774,,0.6,333,,,,
55002560001_564258cc-9378-4aa7-bd07-42e8bc8e59c8_r01_c02,reconstructed,55002560001,,564258cc-9378-4aa7-bd07-42e8bc8e59c8,,WI,,1,2,-90.71128516627132,42.83706211633108,-90.71258197037758,42.836118769269426,-90.70998833050761,42.83800545441392,,0.6,333,,,,
55002880001_06de6278-2bb6-47fa-b66d-d060cc47eae6_r01_c01,reconstructed,55002880001,,06de6278-2bb6-47fa-b66d-d060cc47eae6,,WI,,1,1,-90.13550529590863,44.634643540009115,-90.13684385661043,44.63369196631157,-90.13416670188688,44.63559510522971,,0.6,333,,,,
12000222001_e4858352-0b91-4b2d-a552-6aeb6ade98fa_r01_c01,reconstructed,12000222001,,e4858352-0b91-4b2d-a552-6aeb6ade98fa,,FL,,1,1,-81.14187242590485,29.470910971427596,-81.14305129231187,29.46987925458106,-81.14069353821537,29.47194267898412,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r05_c04,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,5,4,-80.63817870712066,28.316205848998578,-80.63934592136661,28.31516718597808,-80.63701147224243,28.31724450259056,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r04_c20,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,4,20,-84.88213195425303,33.295668651734275,-84.88333153819279,33.29467458030866,-84.88093234639834,33.296662713902116,,0.6,333,,,,
12000089002_7bc5293e-58c1-4c92-873f-03bf76dd61d0_r01_c01,reconstructed,12000089002,,7bc5293e-58c1-4c92-873f-03bf76dd61d0,,FL,,1,1,-85.63761141686987,30.15154892921789,-85.63875778693883,30.150555414143383,-85.63646502460143,30.15254243439303,,0.6,333,,,,
12000094001_a8daeab4-82d2-4ed7-80c1-c1473002b158_r01_c02,reconstructed,12000094001,,a8daeab4-82d2-4ed7-80c1-c1473002b158,,FL,,1,2,-80.72245626159561,28.327814572119713,-80.72362289066653,28.32677660383179,-80.72128961187451,28.328852530968565,,0.6,333,,,,
56000001001_7fbddcc5-8838-44fe-a305-8dc95609fcad_r01_c01,reconstructed,56000001001,,7fbddcc5-8838-44fe-a305-8dc95609fcad,,WY,,1,1,-106.29564958784484,42.86145583976473,-106.29700618793464,42.86046933135718,-106.29429301888672,42.86244234052647,,0.6,333,,,,
12000128001_614801ea-69ab-4b98-b80f-ac5b28b9b76c_r03_c01,reconstructed,12000128001,,614801ea-69ab-4b98-b80f-ac5b28b9b76c,,FL,,3,1,-82.49120767412445,27.435878722456156,-82.4923464494408,27.43485238206162,-82.49006887834967,27.43690505298408,,0.6,333,,,,
